customer_id,avg_session_time,pages_per_session,cart_abandon_rate,return_rate,support_tickets,review_score,behavior_churn_signal
CUST000497,3.54,16,0.08,0.36,8,2.99,0
CUST000498,9.3,2,0.73,0.38,3,1.64,1
CUST000499,12.59,20,0.14,0.38,0,3.63,1
CUST000500,19.18,10,0.07,0.03,3,2.13,0
CUST000501,5.97,25,0.25,0.45,4,2.0,1
CUST000502,6.17,4,0.76,0.22,0,4.11,0
CUST000503,2.24,14,0.49,0.02,2,1.25,1
CUST000504,18.22,18,0.14,0.27,3,2.64,0
CUST000505,7.6,22,0.9,0.01,5,3.66,1
CUST000506,19.3,24,0.56,0.47,0,1.21,1
CUST000507,8.96,15,0.26,0.37,1,4.93,0
CUST000508,5.87,19,0.65,0.1,6,3.26,0
CUST000509,9.81,23,0.97,0.3,10,2.4,1
CUST000510,3.17,4,0.15,0.11,6,2.0,1
CUST000511,17.16,11,0.56,0.26,2,1.46,0
CUST000512,17.34,20,0.72,0.03,7,3.83,0
CUST000513,11.33,12,0.08,0.23,1,2.94,0
CUST000514,4.15,4,0.95,0.42,3,3.68,1
CUST000515,9.78,13,0.41,0.33,8,3.18,1
CUST000516,2.18,10,0.51,0.4,5,2.84,1
CUST000517,1.99,25,0.79,0.1,2,2.03,1
CUST000518,4.13,21,0.33,0.38,1,3.08,0
CUST000519,4.89,7,0.88,0.44,5,4.48,1
CUST000520,5.54,21,0.45,0.49,2,4.09,1
CUST000521,1.52,5,0.07,0.23,4,4.64,1
CUST000522,11.24,20,0.5,0.05,2,3.63,0
CUST000523,16.62,21,0.38,0.39,1,4.86,0
CUST000524,4.87,25,0.52,0.14,10,4.17,0
CUST000525,11.97,25,0.63,0.4,9,2.58,0
CUST000526,18.39,15,0.53,0.08,10,3.78,0
CUST000527,16.07,19,0.32,0.43,10,4.62,0
CUST000528,6.26,20,0.98,0.07,5,1.81,0
CUST000529,4.5,21,0.89,0.33,5,1.61,1
CUST000530,9.37,3,0.62,0.04,7,4.53,0
CUST000531,16.27,10,0.51,0.48,4,2.67,0
CUST000532,19.7,12,0.67,0.32,8,1.66,1
CUST000533,17.76,15,0.43,0.08,7,1.05,1
CUST000534,11.64,12,0.53,0.36,4,4.56,1
CUST000535,2.51,3,0.73,0.09,9,4.43,1
CUST000536,16.56,13,0.54,0.36,7,2.26,0
CUST000537,9.95,24,0.82,0.23,0,2.43,1
CUST000538,10.39,19,0.83,0.17,10,1.7,1
CUST000539,14.53,20,0.83,0.05,7,1.96,1
CUST000540,3.7,2,0.35,0.23,7,4.0,1
CUST000541,13.37,11,0.62,0.18,1,4.37,0
CUST000542,9.95,6,0.98,0.32,0,1.51,1
CUST000543,13.85,15,0.33,0.34,7,1.28,0
CUST000544,4.32,20,0.86,0.11,2,4.35,1
CUST000545,6.31,10,0.64,0.35,6,3.05,0
CUST000546,6.8,11,0.21,0.02,10,2.22,0
CUST000547,13.41,21,0.94,0.44,10,4.06,0
CUST000548,15.98,11,0.66,0.13,1,4.63,0
CUST000549,13.74,13,0.56,0.06,4,2.79,1
CUST000550,9.75,22,0.86,0.27,9,2.52,0
CUST000551,19.56,11,0.11,0.21,1,1.17,0
CUST000552,15.06,5,0.92,0.14,5,4.43,0
CUST000553,6.55,21,0.91,0.38,10,4.22,0
CUST000554,1.34,20,0.96,0.36,1,2.22,1
CUST000555,16.76,13,0.28,0.44,10,1.45,0
CUST000556,14.37,5,0.54,0.05,10,1.97,0
CUST000557,1.24,24,0.47,0.15,10,3.39,0
CUST000558,6.65,3,0.3,0.37,10,1.19,0
CUST000559,18.16,17,0.85,0.33,5,3.37,1
CUST000560,17.95,10,0.19,0.04,2,1.96,0
CUST000561,16.1,11,0.03,0.29,7,4.98,0
CUST000562,17.26,5,0.52,0.03,2,4.33,1
CUST000563,12.38,4,0.11,0.05,8,4.64,0
CUST000564,13.71,24,0.83,0.44,8,3.29,1
CUST000565,10.83,11,0.43,0.16,9,2.74,1
CUST000566,15.7,13,0.6,0.45,2,2.77,0
CUST000567,12.53,23,0.63,0.3,9,3.81,0
CUST000568,5.51,6,0.51,0.05,7,2.54,1
CUST000569,10.27,12,0.65,0.48,10,3.4,0
CUST000570,15.13,15,0.51,0.32,9,1.28,0
CUST000571,5.83,24,0.36,0.24,7,1.18,1
CUST000572,3.66,8,0.28,0.49,4,2.33,0
CUST000573,10.16,16,0.2,0.31,3,2.12,1
CUST000574,4.93,19,0.52,0.0,7,1.03,0
CUST000575,5.16,10,0.04,0.05,6,2.36,0
CUST000576,16.25,14,0.57,0.26,2,2.17,0
CUST000577,18.7,20,0.4,0.04,2,3.47,0
CUST000578,3.16,2,0.35,0.25,10,4.5,0
CUST000579,10.38,12,0.7,0.5,8,1.53,0
CUST000580,6.22,23,0.39,0.21,8,2.64,0
CUST000581,18.24,10,0.71,0.3,1,2.24,0
CUST000582,16.65,9,0.96,0.41,7,1.01,0
CUST000583,13.09,5,0.05,0.13,6,1.24,1
CUST000584,12.47,8,0.69,0.06,7,2.54,0
CUST000585,9.67,1,0.37,0.06,6,2.68,1
CUST000586,15.27,17,0.07,0.04,5,2.42,1
CUST000587,18.89,3,0.67,0.34,5,2.45,1
CUST000588,12.28,11,0.01,0.32,1,4.65,0
CUST000589,12.64,21,0.87,0.36,5,1.48,0
CUST000590,18.15,5,0.07,0.27,0,1.57,0
CUST000591,1.22,16,0.42,0.15,2,2.94,0
CUST000592,11.97,16,0.04,0.06,7,3.23,0
CUST000593,7.52,3,0.73,0.33,0,4.38,1
CUST000594,14.16,5,0.43,0.34,8,2.1,0
CUST000595,6.82,20,0.79,0.22,8,4.19,1
CUST000596,16.63,25,0.86,0.46,4,2.72,1
CUST000597,7.06,4,0.58,0.19,0,3.4,1
CUST000598,14.41,21,0.69,0.19,9,1.67,1
CUST000599,9.18,4,0.14,0.45,7,2.38,0
CUST000600,3.93,1,0.03,0.32,10,3.55,0
CUST000601,7.47,8,0.07,0.2,2,2.24,0
CUST000602,13.87,1,0.61,0.18,9,1.87,1
CUST000603,19.77,19,0.45,0.34,6,1.56,1
CUST000604,10.23,22,0.03,0.25,1,4.86,0
CUST000605,8.3,12,0.04,0.02,1,2.55,0
CUST000606,4.04,18,0.02,0.38,8,2.83,0
CUST000607,6.5,17,0.9,0.06,8,4.82,1
CUST000608,6.97,16,0.89,0.3,0,4.31,0
CUST000609,19.7,12,0.29,0.48,4,2.56,0
CUST000610,8.32,12,0.34,0.27,1,1.62,0
CUST000611,11.52,24,0.54,0.38,10,4.33,0
CUST000612,9.37,25,0.3,0.13,9,1.78,0
CUST000613,2.1,11,0.34,0.14,2,4.87,1
CUST000614,11.6,18,0.35,0.29,5,1.56,0
CUST000615,9.44,6,0.63,0.24,10,2.61,0
CUST000616,19.88,23,0.88,0.31,7,3.28,0
CUST000617,12.79,5,0.2,0.2,1,1.16,0
CUST000618,10.04,15,0.54,0.11,0,4.86,0
CUST000619,18.28,2,0.72,0.27,3,4.48,0
CUST000620,3.48,11,0.79,0.06,4,4.18,0
CUST000621,6.24,18,0.88,0.47,7,1.6,1
CUST000622,9.79,25,0.98,0.24,10,4.45,1
CUST000623,12.19,12,0.38,0.14,0,1.81,0
CUST000624,15.47,11,0.39,0.26,4,2.97,1
CUST000625,11.97,12,0.87,0.49,6,2.63,0
CUST000626,16.72,24,0.76,0.29,7,4.82,0
CUST000627,4.81,13,0.11,0.43,5,2.76,0
CUST000628,17.09,16,0.89,0.03,7,4.53,0
CUST000629,9.52,17,0.51,0.31,4,4.71,0
CUST000630,1.36,24,0.48,0.34,6,3.89,1
CUST000631,14.16,20,0.13,0.15,2,2.43,0
CUST000632,16.28,11,0.28,0.11,1,4.83,1
CUST000633,1.17,22,1.0,0.34,4,4.31,1
CUST000634,6.6,20,0.01,0.37,6,4.34,1
CUST000635,15.07,15,0.14,0.38,5,4.08,0
CUST000636,13.51,24,0.77,0.42,5,3.45,0
CUST000637,2.68,14,0.49,0.04,4,2.63,0
CUST000638,8.74,2,0.07,0.17,1,1.44,0
CUST000639,16.36,13,0.95,0.04,5,4.82,0
CUST000640,10.93,24,0.3,0.04,10,3.0,1
CUST000641,16.1,1,0.71,0.03,2,1.29,0
CUST000642,8.65,22,0.3,0.12,7,2.12,1
CUST000643,16.27,3,0.93,0.2,3,4.62,0
CUST000644,7.11,12,0.48,0.11,5,3.56,0
CUST000645,19.6,19,0.6,0.18,0,3.59,0
CUST000646,3.34,22,0.89,0.25,7,2.8,0
CUST000647,12.13,12,0.62,0.04,7,3.73,0
CUST000648,5.6,19,0.71,0.41,2,4.22,0
CUST000649,11.5,13,0.52,0.07,5,4.1,0
CUST000650,6.16,8,0.5,0.14,1,1.54,1
CUST000651,12.96,6,0.05,0.37,7,2.27,0
CUST000652,1.0,18,0.51,0.02,1,2.1,1
CUST000653,14.43,9,0.06,0.42,7,1.02,1
CUST000654,5.69,20,0.74,0.16,4,1.41,0
CUST000655,7.84,16,0.27,0.42,3,2.25,1
CUST000656,15.99,3,0.89,0.22,7,4.64,1
CUST000657,8.17,23,0.96,0.04,7,3.75,0
CUST000658,10.38,22,0.39,0.32,5,3.82,0
CUST000659,1.08,23,0.17,0.36,1,3.67,0
CUST000660,19.35,10,0.76,0.48,4,3.81,0
CUST000661,6.66,23,0.11,0.39,10,3.58,1
CUST000662,1.92,12,0.36,0.48,8,3.0,1
CUST000663,9.22,7,0.46,0.1,2,2.47,1
CUST000664,8.03,16,0.05,0.38,0,2.67,0
CUST000665,16.62,19,0.85,0.11,5,3.63,0
CUST000666,9.97,18,0.88,0.11,2,3.71,0
CUST000667,12.55,3,0.3,0.07,1,3.61,0
CUST000668,15.03,23,0.32,0.32,7,2.58,0
CUST000669,14.55,25,0.2,0.45,6,2.15,0
CUST000670,7.99,3,0.06,0.06,2,3.06,0
CUST000671,6.08,21,0.84,0.01,1,2.52,1
CUST000672,7.41,22,0.02,0.06,8,2.65,0
CUST000673,10.36,25,0.4,0.27,8,3.38,0
CUST000674,1.19,6,0.46,0.48,2,3.08,1
CUST000675,13.87,2,0.31,0.39,1,4.09,0
CUST000676,10.9,10,0.98,0.06,2,1.07,1
CUST000677,15.63,23,0.81,0.06,3,2.06,1
CUST000678,1.33,17,0.29,0.39,4,3.07,0
CUST000679,7.61,9,0.37,0.0,3,2.2,0
CUST000680,13.28,18,0.97,0.42,4,1.09,1
CUST000681,18.07,10,0.78,0.39,9,2.83,0
CUST000682,8.56,17,0.3,0.03,10,1.91,1
CUST000683,5.69,19,0.48,0.37,2,2.9,0
CUST000684,2.1,20,0.96,0.47,9,4.14,1
CUST000685,19.84,19,0.54,0.48,0,1.3,0
CUST000686,7.95,1,0.23,0.1,1,1.56,1
CUST000687,12.83,21,0.78,0.29,9,1.59,1
CUST000688,16.41,7,0.64,0.19,9,3.7,1
CUST000689,5.94,21,0.35,0.46,0,2.16,0
CUST000690,9.93,21,0.89,0.35,8,1.25,1
CUST000691,3.8,10,0.01,0.32,7,2.79,1
CUST000692,3.55,22,0.96,0.26,6,1.97,1
CUST000693,10.51,3,0.68,0.04,0,2.1,1
CUST000694,16.33,14,0.46,0.27,7,2.73,0
CUST000695,1.83,11,0.17,0.22,9,1.84,1
CUST000696,1.95,23,0.84,0.49,5,4.17,0
CUST000697,17.22,12,0.24,0.48,6,1.79,1
CUST000698,19.08,12,0.99,0.36,8,4.92,0
CUST000699,11.82,11,0.26,0.22,3,3.37,0
CUST000700,2.39,9,0.62,0.49,7,1.76,1
CUST000701,16.06,4,0.91,0.47,0,4.84,1
CUST000702,10.91,13,0.98,0.38,9,1.65,1
CUST000703,10.06,6,0.72,0.12,5,3.56,0
CUST000704,13.67,24,0.16,0.28,5,4.09,0
CUST000705,10.48,6,0.01,0.0,7,2.43,0
CUST000706,18.6,15,0.23,0.32,7,1.89,0
CUST000707,7.11,16,0.85,0.36,0,1.38,1
CUST000708,9.15,13,0.03,0.24,8,3.65,0
CUST000709,3.25,8,0.29,0.2,3,4.68,0
CUST000710,19.87,2,0.04,0.38,0,2.49,0
CUST000711,8.46,20,0.75,0.46,10,4.8,0
CUST000712,11.97,10,0.36,0.39,8,2.0,1
CUST000713,11.72,4,0.36,0.33,6,1.96,1
CUST000714,4.64,9,0.92,0.05,5,3.02,0
CUST000715,5.2,12,0.04,0.02,0,1.7,0
CUST000716,17.47,19,0.28,0.48,8,3.33,0
CUST000717,9.3,18,0.58,0.26,4,4.04,1
CUST000718,6.37,17,0.35,0.45,7,4.79,0
CUST000719,17.96,9,0.42,0.39,9,2.91,0
CUST000720,10.45,4,0.2,0.3,2,1.74,0
CUST000721,7.3,13,0.86,0.1,5,1.28,0
CUST000722,2.31,11,0.94,0.25,8,2.64,0
CUST000723,16.41,25,0.84,0.17,2,3.77,1
CUST000724,15.65,17,0.65,0.08,6,4.5,0
CUST000725,11.24,2,0.28,0.21,0,1.15,1
CUST000726,3.43,11,0.77,0.0,7,2.67,0
CUST000727,10.93,5,0.05,0.49,9,1.9,0
CUST000728,6.78,5,0.3,0.12,5,1.01,0
CUST000729,14.86,11,0.97,0.11,2,3.65,0
CUST000730,15.1,20,0.85,0.21,4,2.21,1
CUST000731,7.18,17,0.71,0.41,8,1.73,1
CUST000732,8.05,23,0.9,0.4,9,4.94,1
CUST000733,15.33,1,0.39,0.3,5,3.64,0
CUST000734,2.49,4,0.54,0.35,6,1.67,0
CUST000735,15.83,24,0.58,0.48,10,1.17,1
CUST000736,6.04,16,0.6,0.15,4,3.86,0
CUST000737,15.42,25,0.1,0.26,9,3.04,0
CUST000738,8.02,24,0.93,0.41,0,3.79,0
CUST000739,14.57,6,0.46,0.46,8,3.78,0
CUST000740,14.85,20,0.86,0.14,6,4.23,1
CUST000741,4.71,22,0.35,0.17,3,4.91,1
CUST000742,17.27,23,0.7,0.36,1,3.25,1
CUST000743,18.99,15,0.5,0.19,5,1.65,1
CUST000744,15.94,14,0.73,0.19,3,1.1,1
CUST000745,16.94,25,0.01,0.35,9,4.88,0
CUST000746,9.32,24,0.23,0.35,0,4.27,0
CUST000747,11.38,17,0.97,0.03,3,3.02,0
CUST000748,14.65,22,0.86,0.09,7,4.2,0
CUST000749,11.5,11,0.4,0.07,2,4.46,0
CUST000750,3.99,18,0.31,0.15,5,4.49,0
CUST000751,13.78,22,0.8,0.13,10,3.5,0
CUST000752,11.86,23,0.83,0.45,4,1.05,1
CUST000753,13.81,7,0.05,0.27,3,2.15,1
CUST000754,6.83,10,0.35,0.31,3,2.34,0
CUST000755,14.92,10,0.4,0.03,4,4.14,0
CUST000756,6.43,23,0.43,0.34,7,2.33,0
CUST000757,2.08,12,0.37,0.47,8,3.57,0
CUST000758,13.76,24,0.63,0.1,4,2.67,1
CUST000759,15.27,19,0.1,0.14,10,2.11,0
CUST000760,9.21,13,0.98,0.03,5,3.07,0
CUST000761,4.41,5,0.97,0.06,4,2.61,1
CUST000762,15.02,23,0.7,0.21,1,2.39,1
CUST000763,8.55,15,0.26,0.1,10,2.93,0
CUST000764,6.1,16,0.29,0.33,3,4.87,1
CUST000765,12.47,18,0.08,0.04,4,4.81,0
CUST000766,6.65,23,0.09,0.3,4,3.49,1
CUST000767,13.32,20,0.27,0.01,9,4.86,0
CUST000768,5.77,2,0.68,0.35,10,3.44,0
CUST000769,6.95,8,0.27,0.3,10,4.46,1
CUST000770,18.99,4,0.11,0.08,6,4.78,0
CUST000771,14.99,16,0.88,0.1,1,3.35,0
CUST000772,14.32,5,0.68,0.2,0,1.06,0
CUST000773,12.08,6,0.25,0.23,6,4.83,0
CUST000774,8.58,16,0.84,0.09,7,3.69,0
CUST000775,19.56,25,0.1,0.0,4,2.73,0
CUST000776,2.76,21,0.75,0.46,0,2.74,0
CUST000777,5.92,3,0.43,0.36,10,1.04,0
CUST000778,12.2,18,0.61,0.32,0,1.97,0
CUST000779,14.57,6,0.09,0.1,6,4.51,0
CUST000780,15.04,6,0.01,0.12,0,1.86,0
CUST000781,6.15,13,0.25,0.03,7,2.84,1
CUST000782,14.92,24,0.61,0.34,4,1.32,0
CUST000783,19.08,1,0.84,0.4,4,4.29,0
CUST000784,18.72,4,0.54,0.1,5,3.47,0
CUST000785,15.11,21,0.74,0.26,8,1.27,0
CUST000786,8.05,5,0.92,0.29,8,3.15,0
CUST000787,6.11,7,0.37,0.45,1,3.67,0
CUST000788,15.96,24,0.45,0.32,7,1.99,0
CUST000789,14.4,23,0.43,0.22,2,3.6,1
CUST000790,18.79,11,0.06,0.41,4,2.17,0
CUST000791,9.43,25,0.02,0.15,3,3.01,1
CUST000792,2.07,21,0.49,0.46,6,1.42,0
CUST000793,15.52,17,0.41,0.33,5,2.04,1
CUST000794,4.03,22,0.16,0.04,1,1.74,1
CUST000795,13.62,5,0.88,0.41,7,3.74,0
CUST000796,3.1,8,0.29,0.15,0,2.0,1
CUST000797,10.79,8,0.54,0.18,7,2.42,0
CUST000798,16.74,11,0.79,0.15,4,4.66,0
CUST000799,19.1,19,0.33,0.18,0,3.02,1
CUST000800,18.88,12,0.88,0.05,3,2.57,1
CUST000801,11.51,4,0.5,0.1,7,4.44,0
CUST000802,13.86,13,0.84,0.43,10,3.99,0
CUST000803,9.35,23,0.61,0.08,4,3.69,0
CUST000804,4.41,21,0.69,0.11,4,1.47,1
CUST000805,4.14,8,0.0,0.36,3,3.93,0
CUST000806,10.78,16,0.16,0.04,2,1.08,0
CUST000807,4.15,20,0.89,0.12,5,2.42,1
CUST000808,3.0,18,0.22,0.26,7,3.43,0
CUST000809,5.66,22,0.06,0.2,3,1.94,0
CUST000810,5.17,22,0.96,0.31,9,3.23,0
CUST000811,8.9,3,0.43,0.27,8,3.79,0
CUST000812,14.34,23,0.17,0.25,5,2.65,1
CUST000813,17.54,19,0.63,0.27,1,1.46,1
CUST000814,12.51,18,0.12,0.17,8,1.57,1
CUST000815,14.15,18,0.21,0.2,2,4.58,1
CUST000816,4.88,17,0.51,0.21,7,1.07,1
CUST000817,16.06,7,0.07,0.24,9,3.24,0
CUST000818,12.94,17,0.69,0.13,7,1.04,0
CUST000819,14.75,15,0.54,0.42,2,4.29,0
CUST000820,17.02,15,0.49,0.17,9,4.17,1
CUST000821,9.57,15,0.18,0.43,10,4.53,0
CUST000822,9.86,24,0.08,0.19,0,4.21,0
CUST000823,18.13,1,0.2,0.03,3,4.51,0
CUST000824,8.4,2,0.54,0.48,6,1.27,1
CUST000825,13.32,3,0.07,0.19,8,4.22,0
CUST000826,9.24,3,1.0,0.28,7,2.28,1
CUST000827,5.18,14,0.35,0.19,2,1.27,0
CUST000828,8.02,25,0.46,0.36,10,3.63,0
CUST000829,14.47,21,0.01,0.11,6,3.65,0
CUST000830,10.2,13,0.01,0.4,7,4.09,0
CUST000831,11.42,13,0.07,0.38,6,3.33,1
CUST000832,15.86,22,0.75,0.4,8,3.07,1
CUST000833,3.67,12,0.67,0.31,1,3.97,1
CUST000834,4.23,18,0.19,0.45,6,4.0,0
CUST000835,18.26,24,0.76,0.3,3,3.62,0
CUST000836,17.89,25,0.58,0.32,0,1.63,0
CUST000837,10.0,15,0.72,0.14,10,1.81,0
CUST000838,6.96,14,0.24,0.11,8,2.7,0
CUST000839,18.25,8,0.51,0.09,3,1.31,0
CUST000840,14.23,5,0.38,0.41,4,3.64,1
CUST000841,16.13,24,0.27,0.35,1,2.06,1
CUST000842,18.84,22,0.64,0.16,6,2.08,0
CUST000843,4.63,1,0.69,0.11,3,3.38,1
CUST000844,6.03,4,0.66,0.41,9,4.11,1
CUST000845,15.46,20,0.19,0.04,10,3.8,0
CUST000846,8.0,2,0.43,0.02,3,2.04,0
CUST000847,1.64,13,0.88,0.12,7,3.23,1
CUST000848,1.74,7,0.67,0.16,0,4.59,1
CUST000849,17.87,10,0.33,0.45,3,4.98,0
CUST000850,16.68,24,0.84,0.12,9,3.31,0
CUST000851,2.28,20,0.09,0.5,10,2.31,0
CUST000852,15.22,8,0.81,0.43,4,4.99,0
CUST000853,5.59,22,0.04,0.21,8,1.52,1
CUST000854,1.43,10,0.36,0.39,4,3.26,1
CUST000855,6.94,19,0.65,0.12,2,1.06,0
CUST000856,15.52,14,0.62,0.38,8,1.16,1
CUST000857,16.91,12,0.62,0.28,10,3.5,0
CUST000858,17.42,17,0.59,0.29,5,4.96,0
CUST000859,15.38,14,0.44,0.35,2,2.56,1
CUST000860,5.35,6,0.6,0.46,8,4.72,0
CUST000861,7.5,8,0.53,0.11,4,4.98,0
CUST000862,19.64,5,0.65,0.4,7,3.86,0
CUST000863,12.27,18,0.05,0.23,6,3.7,0
CUST000864,13.87,18,0.37,0.47,8,1.67,1
CUST000865,10.51,8,0.69,0.35,4,3.59,1
CUST000866,6.23,21,0.16,0.32,1,3.4,0
CUST000867,4.41,12,0.71,0.23,1,3.67,0
CUST000868,16.91,7,0.17,0.01,0,4.12,1
CUST000869,12.58,22,0.7,0.42,9,4.21,0
CUST000870,19.26,3,0.54,0.24,3,2.61,0
CUST000871,3.92,19,0.57,0.14,10,4.69,0
CUST000872,12.08,16,0.59,0.18,3,1.21,0
CUST000873,1.6,11,0.42,0.04,4,3.43,0
CUST000874,17.74,1,0.88,0.33,3,1.84,0
CUST000875,17.4,24,0.89,0.1,1,3.95,0
CUST000876,6.44,25,0.8,0.5,7,1.12,0
CUST000877,18.05,23,0.62,0.49,9,2.86,0
CUST000878,17.1,13,0.06,0.17,3,1.27,0
CUST000879,19.53,25,0.82,0.43,4,4.75,0
CUST000880,2.62,18,0.39,0.04,10,1.84,1
CUST000881,5.36,9,0.47,0.13,5,1.4,0
CUST000882,4.18,16,0.15,0.49,7,4.04,1
CUST000883,19.39,24,0.44,0.14,7,4.19,0
CUST000884,7.2,11,0.3,0.12,3,1.52,0
CUST000885,5.87,14,0.36,0.34,0,1.25,0
CUST000886,5.0,8,0.81,0.07,2,2.37,1
CUST000887,17.43,18,0.15,0.04,9,2.94,0
CUST000888,6.75,14,0.56,0.4,4,1.55,1
CUST000889,12.03,11,0.51,0.07,3,3.5,0
CUST000890,6.2,8,0.49,0.04,7,2.84,0
CUST000891,6.82,22,0.82,0.03,5,2.67,1
CUST000892,9.71,16,0.73,0.29,10,3.67,0
CUST000893,15.76,15,0.86,0.16,2,3.15,0
CUST000894,16.96,12,0.99,0.44,2,2.49,1
CUST000895,4.71,18,0.49,0.37,7,2.97,1
CUST000896,10.18,18,0.84,0.18,10,4.44,0
CUST000897,8.73,17,0.33,0.23,0,4.05,0
CUST000898,3.39,3,0.2,0.48,10,1.7,1
CUST000899,11.79,1,0.58,0.24,6,3.58,0
CUST000900,5.37,21,0.55,0.19,3,3.65,1
CUST000901,3.68,5,0.57,0.09,0,2.11,1
CUST000902,5.16,15,0.18,0.41,5,2.14,1
CUST000903,18.62,21,0.97,0.29,10,1.57,0
CUST000904,8.12,16,0.8,0.18,10,1.35,0
CUST000905,11.58,1,0.85,0.4,8,1.7,1
CUST000906,13.78,1,0.22,0.11,0,4.5,0
CUST000907,5.74,9,0.26,0.0,8,4.48,0
CUST000908,16.06,1,0.63,0.38,8,1.61,0
CUST000909,9.71,22,0.35,0.05,6,2.94,0
CUST000910,18.49,6,0.04,0.15,1,1.83,0
CUST000911,5.52,17,0.91,0.23,2,2.87,1
CUST000912,15.45,20,0.15,0.24,8,2.72,0
CUST000913,12.34,12,1.0,0.38,4,2.59,0
CUST000914,16.72,3,0.17,0.02,5,1.82,0
CUST000915,7.47,15,0.51,0.31,9,4.64,0
CUST000916,10.69,23,0.5,0.03,3,1.14,0
CUST000917,11.47,3,0.44,0.42,10,1.64,0
CUST000918,1.47,21,0.45,0.12,0,1.2,1
CUST000919,14.77,13,0.11,0.3,6,2.12,0
CUST000920,4.3,2,0.38,0.4,10,2.57,1
CUST000921,15.26,6,0.13,0.39,1,1.95,0
CUST000922,13.87,14,0.57,0.46,10,2.55,0
CUST000923,2.26,19,0.02,0.41,1,3.1,0
CUST000924,15.73,2,0.23,0.17,3,1.12,1
CUST000925,19.27,23,0.67,0.47,9,2.06,0
CUST000926,12.62,2,0.68,0.16,1,4.39,0
CUST000927,19.0,9,0.88,0.37,8,2.11,0
CUST000928,6.35,2,0.96,0.01,2,3.86,0
CUST000929,14.42,11,0.62,0.5,0,2.25,0
CUST000930,7.46,19,0.08,0.22,2,2.04,0
CUST000931,7.52,23,0.83,0.47,6,1.74,0
CUST000932,8.08,10,0.93,0.03,2,1.37,1
CUST000933,4.09,19,0.6,0.08,6,4.87,0
CUST000934,9.49,18,0.5,0.12,5,2.88,0
CUST000935,13.58,24,0.75,0.38,2,3.31,0
CUST000936,18.18,23,0.82,0.38,1,1.22,0
CUST000937,1.13,12,0.21,0.33,0,2.64,1
CUST000938,8.65,8,0.88,0.45,1,4.64,0
CUST000939,6.96,25,0.69,0.14,9,1.76,0
CUST000940,4.51,13,0.34,0.21,5,4.32,1
CUST000941,3.28,9,0.73,0.27,7,2.15,1
CUST000942,10.36,12,0.3,0.3,8,2.74,0
CUST000943,4.12,14,0.12,0.27,2,4.61,0
CUST000944,7.54,22,0.73,0.33,6,4.73,1
CUST000945,16.6,20,0.57,0.33,4,4.59,0
CUST000946,8.59,23,0.33,0.01,1,4.31,1
CUST000947,16.22,5,0.1,0.29,6,2.86,0
CUST000948,3.26,21,0.98,0.11,2,1.27,0
CUST000949,12.3,11,0.74,0.02,5,3.63,1
CUST000950,11.11,1,0.1,0.09,4,3.27,0
CUST000951,6.63,25,0.94,0.41,4,4.93,1
CUST000952,5.93,3,0.97,0.22,2,2.39,1
CUST000953,1.96,18,0.05,0.35,8,2.83,0
CUST000954,5.3,4,0.61,0.13,0,3.31,1
CUST000955,7.82,18,0.82,0.41,1,2.91,0
CUST000956,7.67,11,0.36,0.4,6,2.31,1
CUST000957,4.97,14,0.08,0.23,6,2.93,0
CUST000958,16.98,24,0.22,0.19,8,4.23,0
CUST000959,16.65,8,0.38,0.23,9,2.21,0
CUST000960,18.72,22,0.12,0.47,6,3.74,1
CUST000961,11.1,9,0.03,0.24,4,2.63,0
CUST000962,4.06,5,0.66,0.49,1,3.25,1
CUST000963,14.58,9,0.07,0.21,6,1.47,0
CUST000964,12.64,3,0.94,0.33,5,1.31,1
CUST000965,7.74,8,0.55,0.2,10,4.33,0
CUST000966,16.48,20,0.61,0.19,3,2.02,0
CUST000967,3.01,5,0.35,0.21,4,3.7,1
CUST000968,13.51,13,0.07,0.2,5,1.73,0
CUST000969,3.98,13,0.83,0.02,5,2.68,1
CUST000970,4.2,14,0.88,0.28,10,1.93,0
CUST000971,10.55,5,0.73,0.48,4,1.88,1
CUST000972,17.84,23,0.93,0.46,3,3.54,0
CUST000973,12.97,6,0.4,0.38,6,3.13,0
CUST000974,13.87,10,0.43,0.37,10,4.3,0
CUST000975,3.78,19,0.83,0.27,3,4.38,1
CUST000976,9.19,9,0.38,0.46,6,2.0,1
CUST000977,17.04,19,0.48,0.26,3,2.23,0
CUST000978,11.89,18,0.33,0.02,2,2.09,0
CUST000979,1.12,18,0.98,0.48,0,2.58,0
CUST000980,14.84,15,0.35,0.34,3,4.22,0
CUST000981,18.99,10,0.4,0.39,1,2.06,0
CUST000982,19.82,14,0.03,0.3,10,3.64,0
CUST000983,14.07,21,0.12,0.47,4,1.72,1
CUST000984,12.83,22,0.22,0.15,2,3.19,0
CUST000985,8.93,13,0.16,0.09,1,2.67,0
CUST000986,15.39,20,0.9,0.04,7,2.57,0
CUST000987,2.9,18,0.02,0.33,8,3.41,0
CUST000988,4.1,23,0.23,0.01,6,4.34,0
CUST000989,19.52,12,0.14,0.12,8,4.47,0
CUST000990,18.6,3,0.42,0.03,1,1.16,0
CUST000991,11.91,22,0.39,0.01,10,3.33,0
CUST000992,1.21,21,0.79,0.15,9,1.16,1
CUST000993,12.18,21,0.4,0.49,10,3.18,0
CUST000994,6.23,25,0.71,0.14,5,4.62,0
